Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
Orange Co,L02-374-1 (L02P50),6/16/2022,Flowing,Yes,Priority,66,2256.3,0.190157,,Below Average Discharge,Not present,Not present,Clear water,Not Present (0 Items),,Yes,,Graffiti,Undetermined,33.56985508,-117.6460125
Orange Co,L02-374-1 (L02P50),9/6/2022,Flowing,Yes,Priority,66,,,,Below Average Discharge,,,No location to take volumetric flow,,,Yes,,,,33.56985508,-117.6460125
Orange Co,L02-374-1 (L02P50),9/6/2022,Flowing,Yes,Priority,66,3531.7,0.099884,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,Yes,,Overgrown,Undetermined,33.56985508,-117.6460125
Orange Co,L02-374-2 (MVL02P20),6/17/2022,Flowing,Yes,Not A Priority,,1160,0.01,,Below Average Discharge,Not present,Odor,"Strong anoxic odor from dissipator/mud and leaf litter, rodent poop, ants, wildly overgrown",Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Undetermined,33.57276685,-117.6455891
Orange Co,L02-374-2 (MVL02P20),9/26/2022,Flowing,Yes,Not A Priority,,1422,,,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.57276685,-117.6455891
Orange Co,L02-401-1,6/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Pea soup,,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.56202999,-117.6523552
Orange Co,L02-401-1,9/19/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,Arundo.  Creek likely backed up into pipe,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.56202999,-117.6523552
Orange Co,L02-401-2 (COL02P55),6/16/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56248669,-117.6507363
Orange Co,L02-401-2 (COL02P55),9/6/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Bright green,Overgrown arundo; duckweed,Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Direct Connection,33.56248669,-117.6507363
San Juan Capistrano,L02-502-1,7/6/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Shopping carts,Abundant (>50 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.52458357,-117.6683659
San Juan Capistrano,L02-502-1,8/11/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,also clogged with sediment,Abundant (>50 Items),In flow path of outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.52458357,-117.6683659
San Juan Capistrano,L02-502-5,7/6/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52713039,-117.6699
San Juan Capistrano,L02-502-5,8/11/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.52713039,-117.6699
San Juan Capistrano,L02-502-6,8/11/2022,Other - See Comments,Unknown,Not A Priority,,,,,,Not present,Not present,"Inaccessible - behind private property, overgrown",,,,,,,33.53046796,-117.6692307
San Juan Capistrano,L02-541-2,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,"grate is filled the with trash, leaf litter",Abundant (>50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.49815467,-117.665789
San Juan Capistrano,L02-541-2,9/14/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Strainer appears out of alignment,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.49815467,-117.665789
San Juan Capistrano,L02-541-6,6/28/2022,Flowing,Yes,Priority,34,,,,Below Average Discharge,Not present,Not present,"covered by metal door, not enough flow for velocity",Moderate (11-50 Items),In flow path of outfall,,,None,Direct Connection,33.49978079,-117.6661049
San Juan Capistrano,L02-541-6,9/14/2022,Pooled or Ponded,Yes,Priority,34,,,,Below Average Discharge,Not present,Not present,Water dripping from covered pipe; anoxic odor;,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.49978079,-117.6661049
San Juan Capistrano,L02-541-7,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,covered with metal door,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49992872,-117.6664785
San Juan Capistrano,L02-541-7,9/14/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49992872,-117.6664785
San Juan Capistrano,L02-541-9 (L02P02),6/22/2022,Flowing,Yes,Not A Priority,,1138.1,0.077,,Below Average Discharge,Not present,Not present,Yellow tinted water,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.50399068,-117.6675175
San Juan Capistrano,L02-541-9 (L02P02),8/11/2022,Flowing,Yes,Not A Priority,,,0.046,0.006,Below Average Discharge,,,,,,,,,,33.50399068,-117.6675175
San Juan Capistrano,L02-541-9 (L02P02),8/11/2022,Flowing,Yes,Not A Priority,,1578,0.037975,,Below Average Discharge,Not present,Not present,questionable people approached; unsafe,Abundant (>50 Items),In flow path of outfall,,,Sediment,Undetermined,33.50399068,-117.6675175
San Juan Capistrano,L02-571-3,7/20/2022,Pooled or Ponded,Unknown,Priority,26,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.49529812,-117.6658002
San Juan Capistrano,L02-571-3,9/14/2022,Pooled or Ponded,Unknown,Priority,26,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,Direct Connection,33.49529812,-117.6658002
San Juan Capistrano,L02-571-5 (L02TBN2),6/28/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Transients in area,Abundant (>50 Items),In flow path of outfall,,,Clogged,Direct Connection,33.49772412,-117.6660482
San Juan Capistrano,L02-571-5 (L02TBN2),9/14/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Abundant (>50 Items),Within area surrounding outfall,,,,Direct Connection,33.49772412,-117.6660482
Rancho Santa Margarita,L02-622-1 (L02P28),7/27/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Wet water mark.  Steep slope and eroded; Observed from open manhole above,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Undetermined,33.63591715,-117.6157749
Rancho Santa Margarita,L02-622-1 (L02P28),9/20/2022,Flowing,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,None,Undetermined,33.63591715,-117.6157749
Rancho Santa Margarita,L02-641-1,6/27/2022,Flowing,Yes,Priority,63,1248.6,0.0468,,20% Or More Above Average Discharge,"Brown ""tea"" tint",,Sediment present downstream of outfall,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.63111659,-117.5948862
Rancho Santa Margarita,L02-641-1,8/25/2022,Flowing,Yes,Priority,63,,,,20% Or More Above Average Discharge,,,,,,Yes,,,,33.63111659,-117.5948862
Rancho Santa Margarita,L02-641-1,8/25/2022,Flowing,Yes,Priority,63,1807.1,0.40678,,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.63111659,-117.5948862
Rancho Santa Margarita,L02-641-2,6/27/2022,,Yes,Priority,71,,0.518,0.05,Below Average Discharge,,,,,,Yes,,,,33.6311147,-117.5948529
Rancho Santa Margarita,L02-641-2,6/27/2022,Flowing,Yes,Priority,71,1373,0.5175,,Below Average Discharge,"Brown ""tea"" tint",Not present,4.25L for 3 sec,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.6311147,-117.5948529
Rancho Santa Margarita,L02-641-2,8/25/2022,Flowing,Yes,Priority,71,,,0.009,Below Average Discharge,,,,,,Yes,,,,33.6311147,-117.5948529
Rancho Santa Margarita,L02-641-2,8/25/2022,Flowing,Yes,Priority,71,2101,0.228874,,Below Average Discharge,Not present,Yellow tint,Broken fence post at outfall mouth/dissipator Sediment build up near the mouth of outfall. Small worms at mouth of outfall.,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.6311147,-117.5948529
Mission Viejo,L03-074-1 (L03B01),6/22/2022,Flowing,Yes,Priority,71,,,,Below Average Discharge,Not present,Yellow tint,Graffiti inside tunnel,Sparse (<10 Items),Within area surrounding outfall,,Yes,Graffiti,Direct Connection,33.63832178,-117.6388447
Mission Viejo,L03-074-1 (L03B01),8/9/2022,Flowing,Yes,Priority,71,,0.024,0.018,Below Average Discharge,,,Back track flow and slanted angle of discharge,,,,Yes,,,33.63832178,-117.6388447
Mission Viejo,L03-074-1 (L03B01),8/9/2022,Flowing,Yes,Priority,71,3292,0.024,,Below Average Discharge,Not present,Clear,Back track flow in outfall. Floamy water from discharge.,Sparse (<10 Items),In flow path of outfall,,Yes,None,Direct Connection,33.63832178,-117.6388447
Mission Viejo,L03-074-2,6/22/2022,Flowing,Yes,Priority,36,,,,Below Average Discharge,Not present,Yellow tint,"Leaf litter, semi-clogged",Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,,33.63947149,-117.6417634
Mission Viejo,L03-074-2,8/9/2022,Flowing,Yes,Priority,36,1999,0.00848,,Below Average Discharge,Not present,Clear,Mud like sediment blocking right side of out fall. May be reducing flow of discharge. Strings of algae may also be reducing flow of discharge.,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,,33.63947149,-117.6417634
Mission Viejo,L03-141-1,6/22/2022,Pooled or Ponded,Yes,Priority,66,,,,20% Or More Above Average Discharge,Yellow tint,Not present,Fence is broken,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.65655719,-117.6343922
Mission Viejo,L03-141-1,8/9/2022,Pooled or Ponded,Yes,Priority,66,,,,20% Or More Above Average Discharge,Clear,Not present,Fence pole is broken,Sparse (<10 Items),Within area surrounding outfall,,,Damaged,Direct Connection,33.65655719,-117.6343922
Mission Viejo,L03-141-2,6/22/2022,Pooled or Ponded,Yes,Priority,43,,,,Below Average Discharge,Yellow tint,Not present,Fence pole is broken.,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.6565667,-117.6343942
Mission Viejo,L03-141-2,8/9/2022,Pooled or Ponded,Yes,Priority,43,,,,Below Average Discharge,Clear,Not present,Fence pole is broken.,Sparse (<10 Items),Within area surrounding outfall,,,Damaged,Direct Connection,33.6565667,-117.6343942
Mission Viejo,L03-141-3,6/22/2022,Pooled or Ponded,Yes,Priority,57,,,,Below Average Discharge,Yellow tint,Not present,Fence pole is broken,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.65655533,-117.6343784
Mission Viejo,L03-141-3,8/9/2022,Pooled or Ponded,Yes,Priority,57,,,,Below Average Discharge,Clear,Not present,Fence pole is broken.,Sparse (<10 Items),Within area surrounding outfall,,,Damaged,Direct Connection,33.65655533,-117.6343784
Rancho Santa Margarita,L03-142-1 (L03P24),7/27/2022,Flowing,Yes,Not A Priority,,,0.019,0.002,20% Or More Above Average Discharge,,,,,,,,,,33.66841886,-117.6208048
Rancho Santa Margarita,L03-142-1 (L03P24),7/27/2022,Flowing,Yes,Not A Priority,,1911,0.010843,,20% Or More Above Average Discharge,Not present,Yellow tint,Curb runoff observed.  RSM WD working on street near gate to park.,Abundant (>50 Items),In flow path of outfall,,,Clogged,Undetermined,33.66841886,-117.6208048
Rancho Santa Margarita,L03-142-1 (L03P24),9/1/2022,Flowing,Yes,Not A Priority,,,,0.001,20% Or More Above Average Discharge,,,,,,,,,,33.66841886,-117.6208048
Rancho Santa Margarita,L03-142-1 (L03P24),9/1/2022,Flowing,Yes,Not A Priority,,1993,0.024,,20% Or More Above Average Discharge,Not present,Chocolate milk,Discharge 0.5L/15 sec,Moderate (11-50 Items),Within area surrounding outfall,,,,Undetermined,33.66841886,-117.6208048
Mission Viejo,L03-172-2,6/22/2022,Flowing,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Yellow tint,Cracks in cement structure,Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,,33.65145815,-117.6388453
Mission Viejo,L03-172-2,8/9/2022,Flowing,Yes,Not A Priority,,,0.010783,,Below Average Discharge,Not present,Yellow tint,Trash/debris sediment may be reducing flow of discharge.,Sparse (<10 Items),In flow path of outfall,,,Sediment,,33.65145815,-117.6388453
Mission Viejo,L03-172-2,8/9/2022,Flowing,Yes,Not A Priority,,,0.011,,Below Average Discharge,,,"Flow velocity is too shallow to do left, right, center for leaf velocity and depth. Volumetric measurement is not possible.",,,,,,,33.65145815,-117.6388453
Mission Viejo,L03-172-3,6/22/2022,Pooled or Ponded,Yes,,,,,,,Yellow tint,Not present,Plastic bottles in the flow of outfall,Moderate (11-50 Items),In flow path of outfall,,,Other - See Comments,,33.65111943,-117.6375105
Mission Viejo,L03-172-3,8/9/2022,Pooled or Ponded,Yes,,,,,,,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,,33.65111943,-117.6375105
Mission Viejo,L03-214-2 (L03P18),6/14/2022,Flowing,Yes,Priority,75,,,0.153,Below Average Discharge,,,,,,Yes,Yes,,,33.6237248,-117.6423151
Mission Viejo,L03-214-2 (L03P18),6/14/2022,Flowing,Yes,Priority,75,3395,0.418,,Below Average Discharge,Not present,Not present,Trub: 3.46,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,None,Direct Connection,33.6237248,-117.6423151
Mission Viejo,L03-214-2 (L03P18),8/23/2022,Flowing,Yes,Priority,75,,,0.059,Below Average Discharge,,,,,,Yes,Yes,,,33.6237248,-117.6423151
Mission Viejo,L03-214-2 (L03P18),8/23/2022,Flowing,Yes,Priority,75,4323.6,0.471074,,Below Average Discharge,Not present,Not present,"9000 mL/5.40 seconds, sediment and leaf litter",Sparse (<10 Items),In flow path of outfall,Yes,Yes,,Direct Connection,33.6237248,-117.6423151
Mission Viejo,L03-240-1 (L03P14),6/22/2022,Flowing,Yes,Priority,46,,0.0108,,Below Average Discharge,Not present,Clear,Hole in fence around outfall,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.61519068,-117.637077
Mission Viejo,L03-240-1 (L03P14),8/9/2022,Flowing,Yes,Priority,46,,0.019,0.016,Below Average Discharge,,,,,,,,,,33.61519068,-117.637077
Mission Viejo,L03-240-1 (L03P14),8/9/2022,Flowing,Yes,Priority,46,12646,0.019048,,Below Average Discharge,Clear,Not present,Strings of algae hanging from outfall,Moderate (11-50 Items),Within area surrounding outfall,,,None,Direct Connection,33.61519068,-117.637077
Mission Viejo,L03-241-3,8/9/2022,Flowing,Unknown,Not A Priority,,2784,0.418065,,Equal,Not present,Yellow tint,Volumetric measurement: 12 L in 5 sec. Large cracks along the walls of outfall structure.,Not Present (0 Items),,,,Other - See Comments,Direct Connection,33.60617913,-117.6479066
Mission Viejo,L03-241-4,6/22/2022,Flowing,Yes,Priority,45,,,,20% Or More Above Average Discharge,Not present,Clear,,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.60923197,-117.6441123
Mission Viejo,L03-241-4,8/9/2022,Flowing,Yes,Priority,45,4488,0.021091,,20% Or More Above Average Discharge,Not present,Clear,Volumetric measurement: 0.75 L in 5 sec. Receiving water goes into drain. Sediment has created ponded water overtime.,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.60923197,-117.6441123
Mission Viejo,L03-316-1,8/2/2022,Flowing,Yes,Priority,59,1928,0.010313,,20% Or More Above Average Discharge,Not present,Not present,"Feces and toilet paper near outfall, ants",Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.59093498,-117.6596681
Mission Viejo,L03-316-1,9/1/2022,Flowing,Yes,Priority,59,,,0.028,20% Or More Above Average Discharge,,,,,,,,,,33.59093498,-117.6596681
Mission Viejo,L03-316-1,9/1/2022,Flowing,Yes,Priority,59,1070,0.08,,20% Or More Above Average Discharge,Not present,Not present,"Fecal matter and toilet paper next to outfall, 3.9L/5sec",Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.59093498,-117.6596681
Mission Viejo,L03-316-2,6/22/2022,Flowing,Yes,Priority,34,,,,Below Average Discharge,,Not present,Ducks and minnows dwell in RW near outfall.,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.59093104,-117.6594575
Mission Viejo,L03-316-2,8/2/2022,Flowing,Yes,Priority,34,,,0.002,Below Average Discharge,,,,,,,,,,33.59093104,-117.6594575
Mission Viejo,L03-316-2,8/2/2022,Flowing,Yes,Priority,34,1654,0.010309,,Below Average Discharge,Not present,Not present,"Foam in creek, volumetric flow: 275 mL/5 seconds",Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.59093104,-117.6594575
Mission Viejo,L03-316-2,9/1/2022,Flowing,Yes,Priority,34,,,,Below Average Discharge,,,,,,,,,,33.59093104,-117.6594575
Mission Viejo,L03-316-2,9/1/2022,Flowing,Yes,Priority,34,2868,0.0096,,Below Average Discharge,Not present,Not present,"Foamy substance at outfall opening, .5L/10sec",Not Present (0 Items),,,,Graffiti,Partial - Significant Distance,33.59093104,-117.6594575
Mission Viejo,L03-316-3 (L03P12),6/14/2022,Flowing,Yes,Priority,77,,,0.071,20% Or More Above Average Discharge,,,,,,Yes,Yes,,,33.59602196,-117.6559023
Mission Viejo,L03-316-3 (L03P12),6/14/2022,Flowing,Yes,Priority,77,4833,0.126,,20% Or More Above Average Discharge,Green tint,Not present,Turb 1.52 NTU.  Limb in outfall,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,Graffiti,Direct Connection,33.59602196,-117.6559023
Mission Viejo,L03-316-3 (L03P12),8/23/2022,Flowing,Yes,Priority,77,,,0.026,20% Or More Above Average Discharge,,,,,,Yes,Yes,,,33.59602196,-117.6559023
Mission Viejo,L03-316-3 (L03P12),8/23/2022,Flowing,Yes,Priority,77,4039.3,0.477876,,20% Or More Above Average Discharge,Not present,Not present,"Turbidity at approximately 10:35 was 33.8, second reading taken approximately 5 mins later was 26.6, volumetric: 2500 ml/3.36 seconds",Sparse (<10 Items),In flow path of outfall,Yes,Yes,Graffiti,Direct Connection,33.59602196,-117.6559023
Mission Viejo,L03-316-4,6/22/2022,Flowing,Yes,Priority,43,,,,Below Average Discharge,Not present,Yellow tint,Cigarettes around outfall,Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.59616259,-117.6560801
