Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX,Date
Orange Co,L01-391-3,9/19/2022,Flowing,Yes,Not A Priority,NA,1727,0.03,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Direct Connection,33.57839188,-117.5868252,2022-09-19
Orange Co,L01-404-1,6/16/2022,Flowing,Yes,Priority,60,NA,NA,0.025,Below Average Discharge,,,,,,Yes,Yes,,,33.56452183,-117.5858466,2022-06-16
Orange Co,L01-404-1,6/16/2022,Flowing,Yes,Priority,60,2303,0.063,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Tadpoles and frogs in ponded out flow,Sparse (<10 Items),In flow path of outfall,Yes,Yes,Other - See Comments,Undetermined,33.56452183,-117.5858466,2022-06-16
Orange Co,L01-404-1,8/24/2022,Flowing,Yes,Priority,60,2033.4,0.084647,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Yellow tinted water. Sediment in dissipator,Sparse (<10 Items),In flow path of outfall,Yes,Yes,Sediment,Undetermined,33.56452183,-117.5858466,2022-08-24
Orange Co,L01-404-2,6/16/2022,Flowing,Yes,,NA,NA,NA,0.021,Below Average Discharge,,,"5 minute increase discharge. Before increase, the volume was 1.7 L in 5 sec. Flow depth width, center, left, right was 6, .05, .03, .03 feet before discharge. Floating leaf velocity center, left, right was 5, 6, 6 feet/second before discharge.",,,,,,,33.56345111,-117.5855227,2022-06-16
Orange Co,L01-404-2,6/16/2022,Flowing,Yes,,NA,2654,0.096028,NA,Below Average Discharge,Not present,Surface scum,Tree limb at outlet,Sparse (<10 Items),In flow path of outfall,,,Clogged,Undetermined,33.56345111,-117.5855227,2022-06-16
Orange Co,L01-404-2,8/24/2022,Flowing,Yes,,NA,2252.1,0.021,NA,Below Average Discharge,Not present,Not present,Sediment and tree branches in dissipator,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.56345111,-117.5855227,2022-08-24
Orange Co,L01-414-1,7/21/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Not present,Tree bending fence,Sparse (<10 Items),In flow path of outfall,,,Overgrown,,33.56170664,-117.5905481,2022-07-21
Orange Co,L01-414-1,9/19/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.56170664,-117.5905481,2022-09-19
Orange Co,L01-414-2,8/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.56488962,-117.5920748,2022-08-01
Orange Co,L01-414-2,9/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.56488962,-117.5920748,2022-09-19
Orange Co,L01-414-3,6/16/2022,Pooled or Ponded,Yes,Priority,60,1944,0.015,NA,Below Average Discharge,Yellow tint,Not present,Tadpoles in ponded area,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.56680442,-117.5924377,2022-06-16
Orange Co,L01-414-3,8/24/2022,Pooled or Ponded,Yes,Priority,60,NA,NA,NA,Below Average Discharge,Green tint,Not present,Flow approximately 20 m downstream. Birds,Sparse (<10 Items),In flow path of outfall,,,None,Undetermined,33.56680442,-117.5924377,2022-08-24
Orange Co,L01-458-1,5/31/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Bird droppings around dissipator,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.5249855,-117.615117,2022-05-31
Orange Co,L01-458-1,9/27/2022,Flowing,Unknown,Not A Priority,NA,NA,NA,0,20% Or More Above Average Discharge,,,,,,,,,,33.5249855,-117.615117,2022-09-27
Orange Co,L01-458-1,9/27/2022,Flowing,Unknown,Not A Priority,NA,1225,0.0015,NA,20% Or More Above Average Discharge,Clear,Clear,"Graffiti, overgrown vegetation / .4 liters in one minute",Moderate (11-50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.5249855,-117.615117,2022-09-27
Orange Co,L01-471-1,5/31/2022,Dry,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.52557232,-117.5973064,2022-05-31
Orange Co,L01-471-1,9/27/2022,Dry,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Sediment found, lots of chirping, animal prints found on sand, plastic and other trash all around",Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.52557232,-117.5973064,2022-09-27
Orange Co,L01-494-1,5/31/2022,Flowing,Yes,,NA,2185,0.1575,NA,Below Average Discharge,Not present,Not present,V - 0.54 m/s; 1 liter in 5 sec,Moderate (11-50 Items),In flow path of outfall,,,Damaged,Undetermined,33.52846755,-117.6076268,2022-05-31
Orange Co,L01-494-1,9/27/2022,Flowing,Yes,,NA,NA,NA,0.022,Below Average Discharge,,,,,,,,,,33.52846755,-117.6076268,2022-09-27
Orange Co,L01-494-1,9/27/2022,Flowing,Yes,,NA,1826,0.045,NA,Below Average Discharge,Green tint,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52846755,-117.6076268,2022-09-27
Orange Co,L01-514-1,6/17/2022,Pooled or Ponded,Yes,Not A Priority,NA,4095,NA,NA,Below Average Discharge,Surface scum,Surface scum,Grass clippings,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.52388419,-117.6229158,2022-06-17
Orange Co,L01-514-1,9/23/2022,Flowing,Yes,Not A Priority,NA,NA,0.0048,NA,Below Average Discharge,Green tint,Not present,Wet water mark; flow estimated from above,Not Present (0 Items),,,,Clogged,Undetermined,33.52388419,-117.6229158,2022-09-23
Orange Co,L01-517-3,5/31/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,,,,,,Undetermined,33.52266244,-117.6202815,2022-05-31
Orange Co,L01-517-3,9/27/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"Possible recent discharge; wet apron, too overgrown to see further details; multiple bird chirps",Abundant (>50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52266244,-117.6202815,2022-09-27
Orange Co,L01-517-6,5/31/2022,Flowing,Yes,,NA,1903.4,0.03,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.52411358,-117.618989,2022-05-31
Orange Co,L01-517-6,9/27/2022,Flowing,Yes,,NA,NA,NA,0.007,Below Average Discharge,,,,,,,,,,33.52411358,-117.618989,2022-09-27
Orange Co,L01-517-6,9/27/2022,Flowing,Yes,,NA,2070,0.009,NA,Below Average Discharge,Green tint,Not present,1.1 L in 5.2 seconds.  Various kinds of bird,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.52411358,-117.618989,2022-09-27
Orange Co,L01-517-7,5/31/2022,Dry,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Could be a hang-out - poop,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.52425393,-117.6195437,2022-05-31
Orange Co,L01-517-7,9/27/2022,Dry,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52425393,-117.6195437,2022-09-27
Orange Co,L01-733-2,8/1/2022,Pooled or Ponded,Yes,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Small frogs where connects to receiving water,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.62048952,-117.5827069,2022-08-01
Orange Co,L01-733-2,9/19/2022,Pooled or Ponded,Yes,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.62048952,-117.5827069,2022-09-19
Orange Co,L01-733-4,8/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Overgrown vegetation in direct path of outfall,Sparse (<10 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.62235401,-117.5767258,2022-08-01
Orange Co,L01-733-4,9/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Concrete chipped off,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.62235401,-117.5767258,2022-09-19
Orange Co,L01-733-5,8/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.62234264,-117.5767415,2022-08-01
Orange Co,L01-733-5,9/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Concrete chipped,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.62234264,-117.5767415,2022-09-19
Orange Co,L01-733-7,9/19/2022,Flowing,Unknown,,NA,1810,0.06,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.61548064,-117.582439,2022-09-19
Orange Co,L01-733-7,9/26/2022,Flowing,Unknown,,NA,1906,0.0576,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.61548064,-117.582439,2022-09-26
Orange Co,L01-760-1,8/1/2022,Flowing,Yes,Priority,40,NA,NA,0.004,Below Average Discharge,,,,,,,,,,33.5654904,-117.5888937,2022-08-01
Orange Co,L01-760-1,8/1/2022,Flowing,Yes,Priority,40,1852,0.0048,NA,Below Average Discharge,Not present,Surface scum,Volumetric: 1.5 liter/15 seconds.  Foam on surface,Sparse (<10 Items),In flow path of outfall,,,Sediment,Undetermined,33.5654904,-117.5888937,2022-08-01
Orange Co,L01-760-1,8/24/2022,Flowing,Yes,Priority,40,1683.3,0.00825,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.5654904,-117.5888937,2022-08-24
Orange Co,L01-760-2,8/1/2022,Flowing,Yes,Priority,45,NA,NA,NA,Below Average Discharge,,,,,,,Yes,,,33.56826629,-117.5876262,2022-08-01
Orange Co,L01-760-2,8/1/2022,Flowing,Yes,Priority,45,2240,0.05472,NA,Below Average Discharge,Not present,Pea soup,Volumetric: 8.5 L in five seconds,Moderate (11-50 Items),In flow path of outfall,,Yes,,Undetermined,33.56826629,-117.5876262,2022-08-01
Orange Co,L01-760-2,8/24/2022,Flowing,Yes,Priority,45,1198,0.037688,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Leaf litter in dissipator,Sparse (<10 Items),In flow path of outfall,,Yes,None,Undetermined,33.56826629,-117.5876262,2022-08-24
Orange Co,L02-344-1,7/26/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Green tint,Outfall dry but dissipator ponded,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.59197631,-117.6286899,2022-07-26
Orange Co,L02-344-1,9/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.59197631,-117.6286899,2022-09-19
Orange Co,L02-344-2,7/26/2022,Pooled or Ponded,Yes,,NA,1447,NA,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,"Poor drainage at outfall.  Can hear flowing water back in pipe.  Water flowing in at riser, which is rusted and falling apart.    Cannot access riser for flow measurements due to overgrown vegetation.   Staked painted orange around.  Depth total : .7?.  Depth of sediment: .28?. Sound of flowing water back in pipe.  Measurements collected upslope at riser",Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.59189214,-117.6286028,2022-07-26
Orange Co,L02-344-2,9/19/2022,Flowing,Yes,,NA,1452,0.06,NA,Below Average Discharge,Not present,Not present,Recently dug out.  Elevated discharge from upstream near metal cage.  Wet water mark.,Sparse (<10 Items),Within area surrounding outfall,,,None,Undetermined,33.59189214,-117.6286028,2022-09-19
Orange Co,L02-359-1 (L02P43),6/17/2022,Flowing,Yes,Not A Priority,NA,1160,0.0045,NA,Below Average Discharge,Yellow tint,Yellow tint,Dissipator deeply ponded; app 1? of sediment/mud,Moderate (11-50 Items),In flow path of outfall,,,Clogged,Undetermined,33.57846935,-117.6402344,2022-06-17
Orange Co,L02-359-1 (L02P43),9/26/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Yellow tint,Yellow tint,Water about 3-4? in dissipator.  Too deep to access pipe.  Viewed dissipator through fence  by climbing up,Moderate (11-50 Items),In flow path of outfall,,,Clogged,Undetermined,33.57846935,-117.6402344,2022-09-26
Orange Co,L02-374-1 (L02P50),6/16/2022,Flowing,Yes,Priority,66,2256.3,0.190157,NA,Below Average Discharge,Not present,Not present,Clear water,Not Present (0 Items),,Yes,,Graffiti,Undetermined,33.56985508,-117.6460125,2022-06-16
Orange Co,L02-374-1 (L02P50),9/6/2022,Flowing,Yes,Priority,66,NA,NA,NA,Below Average Discharge,,,No location to take volumetric flow,,,Yes,,,,33.56985508,-117.6460125,2022-09-06
Orange Co,L02-374-1 (L02P50),9/6/2022,Flowing,Yes,Priority,66,3531.7,0.099884,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,Yes,,Overgrown,Undetermined,33.56985508,-117.6460125,2022-09-06
Orange Co,L02-374-2 (MVL02P20),6/17/2022,Flowing,Yes,Not A Priority,NA,1160,0.01,NA,Below Average Discharge,Not present,Odor,"Strong anoxic odor from dissipator/mud and leaf litter, rodent poop, ants, wildly overgrown",Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Undetermined,33.57276685,-117.6455891,2022-06-17
Orange Co,L02-374-2 (MVL02P20),9/26/2022,Flowing,Yes,Not A Priority,NA,1422,NA,NA,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.57276685,-117.6455891,2022-09-26
Orange Co,L02-401-1,6/8/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Pea soup,,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.56202999,-117.6523552,2022-06-08
Orange Co,L02-401-1,9/19/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Arundo.  Creek likely backed up into pipe,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Direct Connection,33.56202999,-117.6523552,2022-09-19
Orange Co,L02-401-2 (COL02P55),6/16/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56248669,-117.6507363,2022-06-16
Orange Co,L02-401-2 (COL02P55),9/6/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Bright green,Overgrown arundo; duckweed,Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Direct Connection,33.56248669,-117.6507363,2022-09-06
Orange Co,L05-049-1,10/26/2021,Flowing,Yes,Priority,65,2779.3,0.2496,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.53474971,-117.6461891,2021-10-26
Orange Co,L05-049-1,6/16/2022,Flowing,Yes,Priority,65,NA,0.539,NA,20% Or More Above Average Discharge,,,,,,Yes,,,,33.53474971,-117.6461891,2022-06-16
Orange Co,L05-049-1,6/16/2022,Flowing,Yes,Priority,65,2449.4,0.430769,NA,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted watee,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.53474971,-117.6461891,2022-06-16
Orange Co,L05-049-1,9/6/2022,Flowing,Yes,Priority,65,NA,NA,0.163,20% Or More Above Average Discharge,,,,,,Yes,,,,33.53474971,-117.6461891,2022-09-06
Orange Co,L05-049-1,9/6/2022,Flowing,Yes,Priority,65,2843,0.6,NA,20% Or More Above Average Discharge,Not present,Not present,Leaf litter and soil behind weir. Floating leaf collected ds of weir,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Sediment,Direct Connection,33.53474971,-117.6461891,2022-09-06
Orange Co,L05-049-2,9/6/2022,Flowing,Yes,Not A Priority,NA,3481,0.2346,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.53473606,-117.6461501,2022-09-06
Orange Co,L05-489-3,6/16/2022,Flowing,Yes,Priority,90,NA,1.552,NA,Below Average Discharge,,,,,,Yes,Yes,,,33.52980214,-117.6465378,2022-06-16
Orange Co,L05-489-3,6/16/2022,Flowing,Yes,Priority,90,2537.3,1.516667,NA,Below Average Discharge,Not present,Not present,Yellow tinted watwe,Not Present (0 Items),,Yes,Yes,None,Direct Connection,33.52980214,-117.6465378,2022-06-16
Orange Co,L05-489-3,9/6/2022,Flowing,Yes,Priority,90,NA,NA,NA,Below Average Discharge,,,,,,Yes,Yes,,,33.52980214,-117.6465378,2022-09-06
Orange Co,L05-489-3,9/6/2022,Flowing,Yes,Priority,90,3524,0.63,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,None,Direct Connection,33.52980214,-117.6465378,2022-09-06
Orange Co,L05-489-3d,6/16/2022,Flowing,Yes,,NA,4250.6,1.96248,NA,Below Average Discharge,Not present,Not present,Greenish tinted water,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.52889781,-117.6466248,2022-06-16
Orange Co,L05-489-3d,9/6/2022,Flowing,Yes,,NA,4732,2.053333,NA,Below Average Discharge,Not present,Not present,Includes discharge from a side pipe from the basin,Not Present (0 Items),,,,None,Direct Connection,33.52889781,-117.6466248,2022-09-06
Orange Co,L05-489-4,6/16/2022,Pooled or Ponded,Yes,Priority,36,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.5293593,-117.6460727,2022-06-16
Orange Co,L05-489-4,9/6/2022,Pooled or Ponded,Yes,Priority,36,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),,,,Overgrown,Direct Connection,33.5293593,-117.6460727,2022-09-06
Orange Co,L05-489-7,6/16/2022,Flowing,Yes,Priority,51,NA,NA,0.013,20% Or More Above Average Discharge,,,,,,,,,,33.53268584,-117.646724,2022-06-16
Orange Co,L05-489-7,6/16/2022,Pooled or Ponded,Yes,Priority,51,3417.8,0.113565,NA,20% Or More Above Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.53268584,-117.646724,2022-06-16
Orange Co,L05-489-7,9/6/2022,Flowing,Yes,Priority,51,NA,NA,0.028,20% Or More Above Average Discharge,,,,,,,,,,33.53268584,-117.646724,2022-09-06
Orange Co,L05-489-7,9/6/2022,Flowing,Yes,Priority,51,3936,0.1368,NA,20% Or More Above Average Discharge,Not present,Not present,Leaf litter,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.53268584,-117.646724,2022-09-06
Rancho Santa Margarita,L01-125-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,NA,2117,NA,NA,,Chocolate milk,Not present,Flow sounds back in outfall.  Dissipator too deeply ponded (from overgrown vegetation) to access. Back flow on right side of outfall.,Sparse (<10 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.65133621,-117.5670968,2022-07-28
Rancho Santa Margarita,L01-125-1,9/20/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Green tint,Flowing heard back in pipe; grass clippings,Moderate (11-50 Items),In flow path of outfall,,,Clogged,Undetermined,33.65133621,-117.5670968,2022-09-20
Rancho Santa Margarita,L01-125-2,7/28/2022,Pooled or Ponded,Yes,Not A Priority,NA,3382,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint","Vol - 0.3 L per 10 sec, velocity 3 sec per 6 ft, taken above outfall",Not Present (0 Items),,,,Overgrown,Undetermined,33.65543421,-117.5592684,2022-07-28
