FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
L02-401-1,ORANGE CO,1,COMM,10,Commercial,business,0.486,120463.3931,2.76547004,1.386304082,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,EDU,20,Education,business,0.422,347030.6465,7.966759289,3.99366139,2714.5289,59.44353292,2.1898287,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,4811746.249,110.4629361,55.37402937,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,RESMF,52,Multi-family Residential,multi-family,0.485,18319.8187,0.42056685,0.2108262,2714.5289,53.56792267,1.973378241,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,2006030.526,46.05230832,23.08558838,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,OSAGNI,71,Agriculture,agriculture,0.222,14852.09228,0.340958487,0.170919278,2714.5289,22.340987,0.823015257,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,661749.9189,15.19174853,7.615480441,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,367007.926,8.425376354,4.223561805,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L02-401-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,342335.4392,7.858971729,3.939628501,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-372-1,ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,2551048.881,58.56425815,49.79318059,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-372-1,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,536351.1979,12.3129785,10.46888292,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-372-1,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,460005.2327,10.56030929,8.978708247,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-372-1,ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,39897.46715,0.915923479,0.778747049,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-372-1,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,1535986.828,35.26154664,29.98047982,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
J01-9364-4,ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,2273.846382,0.052200539,0.123310456,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
J01-9364-4,ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,301380.8756,6.918780559,16.34385402,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
J01-9364-4,ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,1537799.929,35.30316988,83.39473264,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
J01-9364-4,ORANGE CO,1,OSWET,79,Open Space,open space,0.078,2546.606645,0.058462278,0.138102218,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L01-242-1 (L07P16),ORANGE CO,1,RESSFH,50,Single Family Residential,single family,0.405,3106275.147,71.31055033,36.20383685,2714.5289,513.0503855,18.90016295,,,,,,,,,,,,,,,,,
L01-242-1 (L07P16),ORANGE CO,1,TRANS,60,Streets and Roads,surface street,0.471,942693.1882,21.64134433,10.98714981,2714.5289,260.2270416,9.586453162,,,,,,,,,,,,,,,,,
L01-242-1 (L07P16),ORANGE CO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1947687.257,44.71292579,22.70042038,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-242-1 (L07P16),ORANGE CO,1,OSIRR,76,Developed Open Space,developed open space,0.217,45204.8472,1.037764647,0.526865405,2714.5289,468.3938192,17.25506843,,,,,,,,,,,,,,,,,
L01-242-1 (L07P16),ORANGE CO,1,OSLOW,77,Open Space,open space,0.078,2538100.783,58.26700954,29.58172805,2714.5289,1335.801795,49.20934144,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,43999.75336,1.010099388,0.277535473,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,6495441.356,149.1154118,40.97103392,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,RESMF,52,Multi-family Residential,multi-family,0.485,1575354.134,36.16529925,9.936797843,3814.549688,189.760303,4.974644939,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,3230251.553,74.15666836,20.37532766,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,TRFWY,61,Freeway,highway/arterial,0.45,618122.9064,14.19020613,3.89890897,3814.549688,69.77465451,1.829171468,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,2986278.622,68.55579814,18.83642943,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,881220.9798,20.23013096,5.558442094,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,23071.0841,0.529641331,0.145524548,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,966546.9522,22.18895359,41.10425645,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,RESMF,52,Multi-family Residential,multi-family,0.485,500814.4243,11.49716317,21.29809057,3814.549688,189.760303,4.974644939,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,441028.0114,10.12465049,18.7555591,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,430049.6574,9.872621157,18.28868361,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,6222.250822,0.142843795,0.264613108,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,6790.860167,0.155897322,0.288794308,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,COMM,10,Commercial,business,0.486,4566664.277,104.8366057,20.60281556,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,EDU,20,Education,business,0.422,661672.5007,15.18997125,2.985180356,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,IND,30,Light Industrial,business,0.414,3856534.642,88.53420725,17.39901755,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,36038.98598,0.827344585,0.162592329,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,4561204.485,104.7112656,20.57818334,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,RESMF,52,Multi-family Residential,multi-family,0.485,79183.57611,1.817812049,0.357242073,3814.549688,189.760303,4.974644939,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,4147284.28,95.2089272,18.71075426,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,TRFWY,61,Freeway,highway/arterial,0.45,895608.8117,20.56043145,4.040599887,3814.549688,69.77465451,1.829171468,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,2114270.579,48.53716796,9.538675089,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,562819.3736,12.92060663,2.53919777,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,683962.3649,15.70167816,3.08574259,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,444134.4299,10.19596434,0.932581333,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,11497316.92,263.9431338,24.14175172,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,4039304.041,92.73003209,8.481620185,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,OSAGIR,70,Agriculture,agriculture,0.222,4233.436075,0.097186708,0.008889253,3814.549688,0.194373416,0.00509558,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,8264682.126,189.7317536,17.35395356,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,8279336.679,190.0681771,17.38472479,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,13898815.88,319.0741844,29.18435357,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,OSWET,79,Open Space,open space,0.078,174363.6231,4.002854006,0.366123968,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,1,WATER,80,Water,water,0.797,1022016.316,23.46236005,2.146001916,3814.549688,23.65195439,0.620045781,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,143287.8706,3.28945004,0.908496932,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,4993519.208,114.6358857,31.66071813,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,1846561.307,42.39138415,11.70786666,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,OSAGIR,70,Agriculture,agriculture,0.222,4233.436075,0.097186708,0.026841516,3814.549688,0.194373416,0.00509558,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,3701880.301,84.98381792,23.47126022,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,404078.6324,9.276406077,2.5620047,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-125-1,RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,4678409.971,107.4019441,29.66281158,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-125-2,RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,128415.4777,2.948025513,2.602639931,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L01-125-2,RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,279840.9,6.424288782,5.671630193,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-125-2,RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,153918.7508,3.533502445,3.119523396,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-125-2,RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,521152.6972,11.96406753,10.56237802,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-125-2,RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,3850719.183,88.40070217,78.04382843,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,COMM,10,Commercial,business,0.486,5304202.681,121.7682254,47.39313928,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,EDU,20,Education,business,0.422,53974.7899,1.239095634,0.482265646,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,IND,30,Light Industrial,business,0.414,785664.626,18.03645015,7.019926516,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,50288.71334,1.154474621,0.449330491,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,RESMF,52,Multi-family Residential,multi-family,0.485,248726.2476,5.709991793,2.222373164,3814.549688,189.760303,4.974644939,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,1377111.743,31.61426197,12.30451635,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,TRFWY,61,Freeway,highway/arterial,0.45,1491739.243,34.2457578,13.32871497,3814.549688,69.77465451,1.829171468,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,1132654.307,26.00226899,10.12028509,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,735299.2845,16.88021639,6.569911351,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,OSFOR,78,Open Space,open space,0.078,8608.536605,0.197625598,0.076917418,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,1,OSWET,79,Open Space,open space,0.078,3650.489592,0.083804045,0.032617185,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,19836.84403,0.455393099,0.589247384,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,1417892.126,32.55045449,42.11805188,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,702488.378,16.1269786,20.86720238,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,TRFWY,61,Freeway,highway/arterial,0.45,1428.049205,0.03278363,0.042419765,3814.549688,69.77465451,1.829171468,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,869052.4143,19.95077802,25.81493613,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,256876.4539,5.897095532,7.630436486,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,58072.32267,1.333162419,1.725020581,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,1,OSWET,79,Open Space,open space,0.078,40824.65477,0.937208863,1.212683882,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,COMM,10,Commercial,business,0.486,2678615.827,61.49280398,10.75909752,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,EDU,20,Education,business,0.422,38589.42184,0.88589477,0.155000709,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,5342455.424,122.646391,21.4588439,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,RESMF,52,Multi-family Residential,multi-family,0.485,5861847.354,134.5700368,23.54506633,3814.549688,189.760303,4.974644939,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,5267177.537,120.9182416,21.15647798,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,TRFWY,61,Freeway,highway/arterial,0.45,32472.78297,0.745475502,0.130432231,3814.549688,69.77465451,1.829171468,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,2064195.713,47.38760261,8.291178881,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,2131377.076,48.92988066,8.561023787,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,1038576.632,23.84253411,4.171612498,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,OSFOR,78,Open Space,open space,0.078,10562.35013,0.242479164,0.042425403,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,WATER,80,Water,water,0.797,1513.347296,0.034741812,0.006078606,3814.549688,23.65195439,0.620045781,,,,,,,,,,,,,,,,,
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1,OSVAC,9999,Developed Open Space,developed open space,0.217,428903.8718,9.846317434,1.722762382,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,COMM,10,Commercial,business,0.486,1751769.789,40.21526161,15.73188593,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,1489702.941,34.19901056,13.37837706,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,RESSFL,51,Single Family Residential,single family,0.405,377801.4704,8.67316303,3.392871413,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,377530.3315,8.666938513,3.390436432,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,620846.0194,14.25272045,5.575549267,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,6342951.955,145.6147228,56.96330494,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,1,OSWET,79,Open Space,open space,0.078,174551.8322,4.00717471,1.567574422,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-730-1,RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,171930.3834,3.946994287,12.11387767,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-730-1,RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,67299.77422,1.544996405,4.741810121,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-730-1,RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,292973.2109,6.725766363,20.64231793,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-730-1,RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,23009.32255,0.528223475,1.621191747,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-730-1,RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,864071.6548,19.83643506,60.8807944,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,33261.4478,0.763580827,1.147361459,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,602697.9654,13.83609679,20.79020797,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,241814.5179,5.551319678,8.34144863,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,535869.0921,12.30191083,18.48493028,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,90713.69107,2.082508125,3.129190094,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-218-1,RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,1394594.416,32.01561051,48.10686215,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,UTIL,40,Commercial,business,0.486,37044.13656,0.85041976,1.451349218,3814.549688,473.6932679,12.41806521,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,RESSFH,50,Single Family Residential,single family,0.405,1321162.922,30.32984864,51.76173483,3814.549688,907.2008982,23.78264729,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,TRANS,60,Streets and Roads,surface street,0.471,416575.5171,9.563296221,16.32097836,3814.549688,512.1311978,13.42573147,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,OSDEV,75,Developed Open Space,developed open space,0.217,655267.4396,15.04293069,25.6726698,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,OSIRR,76,Developed Open Space,developed open space,0.217,35267.83084,0.809641228,1.38175548,3814.549688,856.0410353,22.4414703,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,OSLOW,77,Open Space,open space,0.078,80329.91463,1.844128465,3.147239202,3814.549688,782.1020037,20.50312796,,,,,,,,,,,,,,,,,
L01-218-3,RANCHO SANTA MARGARITA,1,WATER,80,Water,water,0.797,6745.349502,0.154852536,0.2642755,3814.549688,23.65195439,0.620045781,,,,,,,,,,,,,,,,,
SC01-077-1,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,1466811.639,33.67349646,69.07448236,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
