OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
396,NA,36,2022-10-04T00:35:14Z,OCENVRESUSER,NA,NA,455,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{B01BBCF8-264F-4698-9E95-E51471EACBB1},Priority,3,2016-08-11T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.67505347,33.54240864,Unknown,L03-455-5,NA,Easily accessibility,13,0,Below Average Discharge,0.34538461,0.01153846,4.23076923,0.006815,0.02544,0,41,NA,NA,NA,NA,NA
397,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{23E745D0-43F7-4B60-BA7D-E7EAEEE100C5},NA,NA,NA,NA,NA,-117.67597212,33.55495832,Unknown,L03-418-5,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{93CFBDEB-B9E3-481A-AAB0-D8BC5001B27B},NA,NA,NA,NA,NA,-117.6757547,33.55473478,Unknown,L03-418-4,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
399,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{28CB6712-350F-4D88-9A21-4C34E798E6C3},NA,NA,NA,NA,NA,-117.67598721,33.55524687,Unknown,L03-418-6,NA,Difficult accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
400,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Removed from Inventory,Outfall,LAGUNA NIGUEL,SOUTH,{2B71D80E-266D-43AB-9749-2A3BE826CC3D},NA,NA,NA,NA,NA,-117.67599065,33.55708108,Unknown,L03-418-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{D8A59F16-99EF-4C6A-A50F-DBC4B1755E56},NA,NA,NA,NA,NA,-117.67707954,33.55972736,Unknown,L03-708-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{44AD6198-6502-4EF3-9438-E8A30B7F132C},NA,NA,NA,NA,NA,-117.67708854,33.56041811,Unknown,L03-708-3,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
403,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{74CCB77C-0B2E-4D66-B73F-4BEF9050BFFA},NA,NA,NA,NA,NA,-117.67666045,33.56121265,Unknown,L03-708-6,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
404,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{168212A5-42CF-422E-B7F4-8BEBE746643B},NA,NA,NA,NA,NA,-117.676741,33.56107829,Unknown,L03-708-4,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
405,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{DF50BE92-DF40-4A38-B367-A9E77BDDEEA3},NA,NA,NA,NA,NA,-117.67653801,33.56150832,Unknown,L03-708-7,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
406,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{DC8802C6-4E39-44FC-A45C-D0093873342D},NA,NA,NA,NA,NA,-117.67598567,33.56253714,Unknown,L03-708-8,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
407,NA,48,2022-10-04T00:36:22Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{FD9D5E93-9C46-49EC-B628-B56D1864239C},Priority,3,2016-11-16T08:00:00Z,2016-12-28T08:00:00Z,NA,-117.67595162,33.56260598,Yes,L03-708-9,NA,Easily accessibility,16,0.007313,Below Average Discharge,0.985,0.047375,7.263125,0.045486,0.15,0.00525,53,NA,NA,NA,NA,NA
408,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{699EDBA8-7A95-4EB8-A124-33EEDDC20D38},NA,NA,NA,NA,NA,-117.67590714,33.56268385,Unknown,L03-708-10,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
409,L03P05,60,2022-10-05T21:22:31Z,OCENVRESUSER,NA,NA,708,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{D0B00686-BBBD-4543-B725-46856EE3A1A0},Priority,3,2016-10-12T07:00:00Z,2016-12-01T08:00:00Z,NA,-117.67587321,33.56274915,Yes,L03-708-11 (L03P05),NA,Easily accessibility,17,1.2,20% Or More Above Average Discharge,0.86411764,0.05411764,4.36529411,0.133617,1.2,0.010822,48,NA,NA,NA,Yes,NA
410,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9033,J01,Verified,Outfall,LAKE FOREST,SOUTH,{82959DB9-0482-452E-8715-E1BA44BC8E44},NA,NA,NA,NA,NA,-117.62627934,33.67101354,Yes,J01-9033-1,NA,Easily accessibility,6,0.003,20% Or More Above Average Discharge,0.18333333,0.00833333,7,0.002291,0.01,0,NA,NA,NA,NA,NA,NA
411,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Verified,Outfall,LAKE FOREST,SOUTH,{8DBB8194-2D44-4180-92FB-C346F44EA762},NA,NA,NA,NA,NA,-117.62688963,33.67060702,Unknown,J01-10012-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Verified,Outfall,MISSION VIEJO,SOUTH,{0E023D41-5A3C-41F1-98C3-7CA73337F6D9},NA,NA,NA,NA,NA,-117.62696238,33.66921793,Unknown,J01-10012-3,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
413,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,073,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{1CC60A51-3DF0-47AC-BA4D-C15181B5B328},NA,NA,NA,NA,NA,-117.63948249,33.64424617,Unknown,L03-073-2,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,21,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,214,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{140DAF7F-4417-42B0-AC00-27E84FD73EB9},NA,NA,NA,NA,NA,-117.64519923,33.62090011,Unknown,L03-214-1,NA,Easily accessibility,1,0.033,Equal,0.55,0.03,3,0.033,0.033,0.033,NA,NA,NA,NA,NA,NA
415,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,241,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{CD209B8D-F31D-4FEA-848C-EA3C550E6FAF},NA,NA,NA,NA,NA,-117.65023551,33.61511303,Unknown,L03-241-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,18,2022-11-17T16:38:20Z,OCPWPublisher,NA,NA,241,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},NA,NA,NA,NA,NA,-117.64790658,33.60617913,Unknown,L03-241-3,NA,Difficult accessibility,1,0.418065,Equal,0.96,0.18,2.48,0.418065,0.418065,0.418065,NA,NA,NA,NA,NA,NA
417,IRVCOVE,36,2022-10-04T00:02:22Z,OCENVRESUSER,NA,NA,11446,LC01,Verified,Outfall,LAGUNA BEACH,SOUTH,{3BF05356-3912-4A4C-A382-01CE34EA71C0},NA,NA,NA,NA,NA,-117.81591322,33.5540555,Yes,LC01-11446-1,NA,Easily accessibility,12,0.0072,Below Average Discharge,0.3175,0.01291666,2.20833333,0.017,0.09,0,NA,NA,NA,NA,NA,NA
418,Laguna Canyon Wash at Ocean Ave and Beach St,48,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11010,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{25FC0B7A-A34B-48D1-86FD-00FA62D21B2B},Priority,NA,NA,NA,NA,-117.78341193,33.54416454,Yes,I01-11010-1,NA,Difficult accessibility,14,0.013548,Below Average Discharge,1.66642857,0.05428571,16.00214285,0.03819,0.28,9.94e-4,57,NA,NA,Yes,NA,NA
419,Right pipe,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11015,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{DB9C2669-FA77-4FA1-A76C-F2D11E0410E4},NA,NA,NA,NA,NA,-117.78154643,33.54793033,Unknown,I01-11015-3,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
420,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11015,I01,Removed from Inventory,Outfall,LAGUNA BEACH,SOUTH,{C0A7880B-DF89-4EE6-9AE2-B79C01385FBD},NA,NA,NA,NA,NA,-117.7816122,33.54776128,Unknown,I01-11015-1,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
421,NA,36,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11023,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{EC705F4A-8057-41AB-99F6-CDD22A7AEEDC},Priority,NA,NA,NA,NA,-117.78032617,33.54963669,Yes,I01-11023-1,NA,Easily accessibility,8,3e-5,Below Average Discharge,0.43125,0.007,11.625,0.002155,0.007917,0,43,NA,NA,Yes,NA,NA
422,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11023,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{038D9EF3-E345-4A2B-A2E8-4C86B0814F1F},NA,NA,NA,NA,NA,-117.77958663,33.55023025,Unknown,I01-11023-2,NA,Easily accessibility,10,0,Below Average Discharge,0.025,0.001,0.732,2.04e-4,0.002049,0,NA,NA,NA,NA,NA,NA
423,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11023,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{B1E7A48B-1DC2-43B1-BE7B-17B6936EF467},NA,NA,NA,NA,NA,-117.77891633,33.55073178,Unknown,I01-11023-3,NA,Easily accessibility,12,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
424,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11023,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{4299039A-0613-47FF-B808-7CF8CD065E00},NA,NA,NA,NA,NA,-117.77826984,33.55119472,Unknown,I01-11023-4,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
425,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11023,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{37C6F748-E62C-4DCD-89A7-0CB6EFB76B47},NA,NA,NA,NA,NA,-117.77826688,33.55124303,Unknown,I01-11023-5,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
426,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,48,60,11023,I01,Verified,Box,LAGUNA BEACH,SOUTH,{A09056AF-CD2F-44F6-94B5-80F75E133E0B},NA,NA,NA,NA,NA,-117.77616078,33.5529664,Unknown,I01-11023-6,NA,Easily accessibility,9,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
427,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11059,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{C71E52F8-AC08-4469-BA89-8E02697C744D},NA,NA,NA,NA,NA,-117.77550892,33.55357149,Unknown,I01-11059-1,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
428,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11059,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{8A75D24A-9302-4837-9C8D-5CEE11DCAB92},NA,NA,NA,NA,NA,-117.7754408,33.5535769,Unknown,I01-11059-2,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
429,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11059,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{DB859266-5BF1-4E9B-91AB-9674CD92B469},NA,NA,NA,NA,NA,-117.77534812,33.55369586,Unknown,I01-11059-3,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
430,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11065,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{343D946F-618A-4C8F-BECA-AAD6427C9CAA},NA,NA,NA,NA,NA,-117.77314078,33.55771802,Unknown,I01-11065-1,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
431,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11093,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{A6CD0460-3E4D-434A-8EED-4ABA7D87A2EB},NA,NA,NA,NA,NA,-117.77258129,33.5586741,Unknown,I01-11093-1,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
432,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,96,36,11077,I01,Verified,Box,LAGUNA BEACH,SOUTH,{ED3BCD26-6F4E-4AE2-9C8B-80EDA743C061},NA,NA,NA,NA,NA,-117.76799437,33.56321823,Unknown,I01-11077-1,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
433,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11109,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{FD5B19AF-E8E2-494A-9387-E51A86B77600},NA,NA,NA,NA,NA,-117.76273138,33.57157582,Unknown,I01-11109-2,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
434,Laguna Coast Wilderness Park below Bahia Blanca,36,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11343,I01,Verified,Outfall,LAGUNA WOODS,SOUTH,{2889E41D-D4E7-47BA-843A-5A6D17AF80DF},NA,NA,NA,NA,NA,-117.75523831,33.61120531,Yes,I01-11343-1,NA,Difficult accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,Yes,NA,NA
435,AB-1,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11017,LC05,Verified,Outfall,LAGUNA BEACH,SOUTH,{24F652D0-BF65-4204-9DC3-780FC50FFC89},NA,NA,NA,NA,NA,-117.75533836,33.51296498,Unknown,LC05-11017-1,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
436,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12015,DP04,Verified,Outfall,LAGUNA BEACH,SOUTH,{B9E368D1-0601-4D99-B7EE-076F034D1D23},NA,NA,NA,NA,NA,-117.74744766,33.50464905,Unknown,DP04-12015-1,NA,Easily accessibility,11,0,Below Average Discharge,0.50727272,0.01818181,5.86363636,0.010065,0.045,0,NA,NA,NA,NA,NA,NA
437,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12062,K01,Removed from Inventory,Culvert,LAGUNA NIGUEL,SOUTH,{F5658E73-134D-46C1-99A7-7FD86D2FD83D},NA,NA,NA,NA,NA,-117.69049836,33.50898113,Unknown,K01-12062-2,NA,Easily accessibility,6,0,Below Average Discharge,0.25,0.05,0.83333333,0.09,0.54,0,NA,NA,NA,NA,NA,NA
438,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12155,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{1340E11A-3425-4003-B237-DE26DF13EF8B},NA,NA,NA,NA,NA,-117.71860752,33.50001066,Unknown,K01-12155-3,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12155,K01,Not-Found,Outfall,LAGUNA NIGUEL,SOUTH,{FBE1918A-2E39-422C-A037-15F75420C544},NA,NA,NA,NA,NA,-117.71920724,33.50129775,Unknown,K01-12155-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,NA,48,2022-10-03T23:41:15Z,OCENVRESUSER,NA,NA,12155,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{F833764D-81C4-470D-A336-B65195ACDDC4},NA,3,2016-08-03T07:00:00Z,2016-08-17T07:00:00Z,NA,-117.72005298,33.50234645,Unknown,K01-12155-5,NA,Difficult accessibility,11,0.04,Below Average Discharge,0.72363636,0.05090909,4.68181818,0.057377,0.12375,0.006,NA,NA,NA,NA,NA,NA
441,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12155,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{60AFBAE4-4811-403D-BF8C-888F8FC24AFC},NA,NA,NA,NA,NA,-117.7183756,33.50297076,Unknown,K01-12155-6,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12155,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{1885385D-FC14-4B0B-97A2-6321237F18D7},NA,NA,NA,NA,NA,-117.71740245,33.50491064,Unknown,K01-12155-7,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12036,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{0C72F051-A096-4ABD-8F82-133000F19364},NA,NA,NA,NA,NA,-117.71690842,33.50740845,Unknown,K01-12036-6,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,12,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12036,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{0FB76C4C-411E-4631-9E0F-A30E0B2DE115},NA,NA,NA,NA,NA,-117.71710422,33.50785202,Unknown,K01-12036-7,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
445,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12036,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{E7240733-96C4-4F2F-ABFB-21FEA4090F78},NA,NA,NA,NA,NA,-117.71722869,33.50848888,Unknown,K01-12036-8,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12036,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{13FD1BF7-EF54-4125-9241-5A85934B364B},NA,NA,NA,NA,NA,-117.71672771,33.51222991,Unknown,K01-12036-9,NA,Difficult accessibility,1,0.006,Equal,0.7,0.01,7,0.006,0.006,0.006,NA,NA,NA,NA,NA,NA
447,NA,54,2022-10-04T00:18:22Z,OCENVRESUSER,NA,NA,12036,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{27FDF89D-E07B-4D2F-B470-DABB97A9B098},Priority,3,2016-08-12T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.71674797,33.51221718,Unknown,K01-12036-10,NA,Easily accessibility,12,0.003429,Below Average Discharge,0.58166666,0.01666666,13.61083333,0.005224,0.021,0,22,NA,NA,NA,NA,NA
448,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12032,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{41B0C6A2-1F17-4E02-965D-65C8523E22D3},NA,NA,NA,NA,NA,-117.7182673,33.51398476,Unknown,K01-12032-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12032,K01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{2C7BE5CD-08E5-44B5-ABEE-EBD6DAD31B9D},NA,NA,NA,NA,NA,-117.71556002,33.51549074,Unknown,K01-12032-3,NA,Difficult accessibility,1,0.004,Equal,0.4,0.01,6,0.004,0.004,0.004,NA,NA,NA,NA,NA,NA
450,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{A104C457-7371-4A44-B300-54FDFA453B5C},NA,NA,NA,NA,NA,-117.71654805,33.52017906,Unknown,J03-9234-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{0C213075-F3BE-4202-976F-D3228FB0F4F4},NA,NA,NA,NA,NA,-117.7070197,33.51976015,Yes,J03-9234-5,NA,Easily accessibility,2,0.00355,Below Average Discharge,1.005,0.065,39,0.013475000000000001,0.0234,0.00355,NA,NA,NA,NA,NA,NA
453,J03P05,32,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9005,J01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{52B382AC-AB27-4511-A669-6563FF894AC3},NA,NA,NA,NA,NA,-117.70429315,33.54014926,Unknown,J01-9005-2 (J03P05),NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
454,CMP to Laguna Niguel Lake - connected to J01-9005-3,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9005,J01,Removed from Inventory,Outfall,LAGUNA NIGUEL,SOUTH,{8B625F7E-A7BA-49E3-9E72-1DAAB1A85A9F},NA,NA,NA,NA,NA,-117.70305322,33.54612461,Unknown,J01-9005-4,NA,Easily accessibility,7,0,Below Average Discharge,0.15714285,0.01142857,0.85714285,0.012571,0.088,0,NA,NA,NA,NA,NA,NA
455,CMP connects J01-9005-3 to Laguna Niguel Lake ,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9005,J01,Removed from Inventory,Outfall,LAGUNA NIGUEL,SOUTH,{E425B718-2610-4FC6-9855-D95969E43C64},NA,NA,NA,NA,NA,-117.70310786,33.54620312,Unknown,J01-9005-5,NA,Easily accessibility,5,0,Below Average Discharge,0.2,0.06,2,0.036,0.18,0,NA,NA,NA,NA,NA,NA
456,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9005,J01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{61BCAEB6-C086-4C5F-A957-EA2C0ABCBD3D},NA,NA,NA,NA,NA,-117.70558715,33.54950283,Yes,J01-9005-6,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,2022-10-04T00:17:17Z,OCENVRESUSER,14,12.5,9249,J04,Verified,Box,LAGUNA NIGUEL,SOUTH,{43A0D628-01FD-445E-A64B-B954122259BC},Priority,NA,NA,NA,NA,-117.70986334,33.55392245,Yes,J04-9249-1,NA,Easily accessibility,6,0.318857,Below Average Discharge,10.5,0.475,121.58333333,1.377561,2.4,0.235083,68,NA,NA,NA,NA,NA
458,L03P12,36,2023-01-14T18:28:13Z,OCPWPublisher,NA,NA,316,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{013DEF0D-A524-413F-A01F-3700B35EEACE},Priority,NA,NA,NA,NA,-117.65608011,33.59616259,Yes,L03-316-4,NA,Easily accessibility,11,0.002769,Below Average Discharge,0.43818181,0.01772727,12.68181818,0.023064,0.216,1.25e-4,43,NA,NA,NA,NA,NA
459,NA,36,2022-10-04T00:34:18Z,OCENVRESUSER,NA,NA,316,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{3F70559C-0FAD-4D97-9983-A4BA1217498F},Priority,NA,NA,NA,NA,-117.65945745,33.59093104,Yes,L03-316-2,NA,Easily accessibility,13,0.0096,Below Average Discharge,0.7,0.01815384,6.95692307,0.013082,0.04,4e-4,34,NA,NA,NA,NA,NA
460,J02P06-713-I,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9311,J01,Not-Found,Outfall,ALISO VIEJO,SOUTH,{AAF1E935-13AA-405E-8418-51432B1BF31A},NA,NA,NA,NA,NA,-117.74109017,33.56835679,Unknown,J01-9311-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9082,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{F5BBFF07-660E-4B68-BACE-B65A7F0A0E5D},NA,NA,NA,NA,NA,-117.74579674,33.58153298,Unknown,J01-9082-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,48,2022-10-03T23:32:14Z,OCENVRESUSER,NA,NA,9082,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{D57375B8-DA33-4EBF-B4C6-11FF1DA7BC5E},NA,NA,NA,NA,NA,-117.74573687,33.58158523,Unknown,J01-9082-3,NA,Easily accessibility,16,0,Below Average Discharge,0.065625,0.0028125,0.20625,0.005369,0.085909,0,NA,NA,NA,NA,NA,NA
463,NA,42,2022-10-04T00:14:50Z,OCENVRESUSER,NA,NA,9082,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{AFB6CBDA-AC92-4821-99CD-EDC47B411745},Priority,3,2016-06-09T07:00:00Z,2016-06-24T07:00:00Z,NA,-117.74572664,33.58157074,Yes,J01-9082-4,NA,Easily accessibility,16,0.036321,20% Or More Above Average Discharge,0.65375,0.04237,15.834375,0.020881,0.056,8.28e-4,35,NA,NA,NA,NA,NA
